road_width,latitude,longitude,quality,num_bedrooms,num_bathrooms,direction,age,land_area,usage_area,hospital_3km,convenience_store_3km,discount_store_3km,department_store_3km,education_3km,bank_3km,hospital_3km_shortest,convenience_store_3km_shortest,discount_store_3km_shortest,department_store_3km_shortest,education_3km_shortest,bank_3km_shortest,target,index_right
6.0,13.841438,100.456575,ดี,2,1,,28,16,112,41,66,3,0,35,4,0.611,0.293,1.771,0.0,0.132,2.318,1500000,0
6.0,13.921762,100.370325,ดี,3,1,ทิศใต้,25,16,76,20,18,3,0,7,1,1.149,0.968,2.177,0.0,1.557,2.93,979000,0
4.0,13.85804,100.394379,ดี,2,4,,3,36,101,40,45,7,2,16,19,0.994,0.177,1.499,2.77,0.801,1.754,3410000,0
6.0,13.858009,100.447134,แย่,1,2,ทิศตะวันออกเฉียงใต้,11,21,141,54,64,5,0,35,4,0.395,0.521,0.597,0.0,0.499,2.326,2550000,0
4.0,13.89108,100.43619,ดี,2,4,,29,17,114,68,48,7,0,27,23,0.674,0.221,1.506,0.0,0.353,0.864,1243000,0
6.0,13.879251,100.370679,ค่อนข้างแย่,1,2,ทิศใต้,12,28,120,6,12,3,0,1,0,0.776,0.205,1.091,0.0,0.994,0.0,2000000,0
4.0,13.95601,100.41086,ค่อนข้างแย่,3,1,,10,19,127,16,31,5,0,3,5,1.147,0.448,0.48,0.0,2.37,0.442,850000,0
4.0,13.92184,100.43585,ดี,1,4,,14,21,104,40,42,5,0,26,20,0.416,0.24,0.28,0.0,0.736,1.591,1400000,0
4.0,13.799208,100.473346,ดี,4,4,,7,21,157,143,114,11,3,126,63,0.326,0.405,0.588,2.33,0.393,0.544,2200000,0
4.0,13.91483,100.53949,ดี,1,3,,30,30,182,105,97,12,2,65,42,0.065,0.064,1.429,1.729,0.28,0.127,2200000,0
4.0,13.94707,100.34282,แย่,5,2,,18,19,124,11,15,2,0,7,1,1.019,1.02,2.247,0.0,1.376,2.94,1250000,0
4.0,13.918271,100.363801,แย่,5,1,,18,16,112,16,17,2,0,8,0,0.464,0.409,1.487,0.0,1.501,0.0,1250000,0
4.0,13.89173,100.42636,แย่,2,1,,14,17,102,100,78,11,2,34,44,0.602,0.319,1.778,2.295,0.551,0.639,1200000,0
4.0,13.92829,100.50738,ค่อนข้างแย่,2,4,,28,24,95,68,67,6,0,37,34,1.236,0.157,1.201,0.0,0.239,1.941,1050000,0
4.0,13.804284,100.421102,พอใช้,2,4,,17,20,134,32,60,10,0,40,18,1.057,0.374,0.947,0.0,0.269,1.132,1300000,0
6.0,13.9239,100.43519,ดี,4,2,ทิศตะวันออกเฉียงใต้,24,17,92,33,45,5,0,24,19,0.267,0.151,0.498,0.0,0.501,1.619,1350000,0
10.0,13.908453,100.398614,ดีมาก,1,1,ทิศตะวันออก,12,24,146,60,41,11,0,24,20,0.103,0.248,0.379,0.0,0.393,0.345,2500000,0
4.0,13.913592,100.402104,ดี,4,2,,18,22,91,64,54,11,0,22,19,0.347,0.42,0.454,0.0,0.956,0.71,1050000,0
6.0,13.95663127,100.35554426,ค่อนข้างแย่,3,2,ทิศตะวันตกเฉียงเหนือ,11,51,158,14,17,3,0,4,1,0.525,0.513,0.52,0.0,2.091,1.569,3790000,0
4.0,13.86852,100.51112,แย่,1,1,,8,21,121,167,144,12,1,66,58,0.718,0.209,1.046,1.601,0.61,0.744,2200000,0
4.0,13.92426,100.44242,พอใช้,4,2,,16,75,145,30,39,3,0,21,19,1.049,0.489,0.666,0.0,1.1,1.424,3563000,0
4.0,13.933859,100.517779,ค่อนข้างแย่,4,3,,3,19,116,35,58,5,0,31,17,0.176,0.173,0.267,0.0,0.697,1.61,2200000,0
4.0,13.87786,100.38245,ค่อนข้างแย่,3,2,,4,20,122,39,41,8,0,6,17,0.549,0.637,0.939,0.0,2.045,2.37,1050000,0
4.0,13.880431,100.532737,ค่อนข้างแย่,2,3,,12,25,220,236,153,13,2,114,61,0.355,0.226,0.725,2.602,0.161,0.896,3400000,0
4.0,13.92736,100.39709,พอใช้,4,4,,23,20,116,52,35,8,0,11,9,0.816,0.831,0.834,0.0,0.697,0.86,1180000,0
8.0,13.920864,100.389412,ดีมาก,3,4,ทิศตะวันตกเฉียงเหนือ,13,20,127,40,29,8,0,12,5,0.881,0.432,0.886,0.0,0.866,0.901,1750000,0
6.0,13.882347,100.401814,ดี,3,3,ทิศเหนือ,24,16,110,69,61,15,2,15,30,0.393,0.261,0.11,1.141,0.404,0.531,1500000,0
4.0,13.921666,100.370268,พอใช้,1,3,,19,16,96,19,17,3,0,7,1,1.141,0.956,2.183,0.0,1.567,2.935,1300000,0
4.0,13.890991,100.498272,ค่อนข้างแย่,2,2,,0,19,95,127,95,6,1,46,49,0.947,0.662,1.061,2.833,0.961,1.076,2170000,0
6.0,13.9073,100.343126,ดีมาก,5,4,ทิศใต้,26,18,105,6,16,1,0,5,0,1.084,0.27,1.165,0.0,0.986,0.0,1850000,0
4.0,13.95462,100.3741,แย่,5,4,,0,60,121,15,19,2,0,3,1,0.952,0.432,1.607,0.0,1.581,0.553,3600000,0
4.0,13.92479,100.37049,ดีมาก,5,2,,19,16,106,19,22,3,0,6,1,0.91,0.921,1.879,0.0,1.461,2.982,1400000,0
4.0,13.95852,100.37105,แย่,5,3,,12,16,98,15,13,2,0,3,1,0.723,0.655,1.211,0.0,1.89,0.684,580000,0
8.0,13.946402,100.348693,ดีมาก,3,2,ทิศตะวันตกเฉียงเหนือ,25,19,76,14,18,2,0,7,1,0.408,0.396,1.669,0.0,1.79,2.344,1250000,0
6.0,13.93402284,100.52196932,ดี,4,3,ทิศตะวันออกเฉียงใต้,7,21,142,42,65,5,0,33,19,0.301,0.291,0.271,0.0,0.833,1.398,3000000,0
4.0,13.899127,100.374603,ดี,1,4,,8,57,100,19,16,4,0,6,2,0.761,0.719,1.573,0.0,1.272,2.442,3500000,0
6.0,13.958141,100.358639,ค่อนข้างแย่,5,3,ทิศตะวันตกเฉียงใต้,24,16,96,14,15,3,0,3,1,0.156,0.138,0.146,0.0,2.063,1.322,1150000,0
6.0,13.86989,100.45791,ดี,3,3,ทิศตะวันออกเฉียงใต้,29,19,118,69,68,8,0,36,12,0.301,0.293,0.458,0.0,0.841,1.133,2100000,0
4.0,13.935189,100.399379,พอใช้,1,4,,18,24,90,29,30,6,0,7,7,0.167,0.199,0.818,0.0,0.309,0.263,1200000,0
6.0,13.794957,100.472797,พอใช้,4,1,ทิศเหนือ,28,16,120,155,121,12,3,142,77,0.436,0.347,0.623,1.876,0.49,0.621,2078500,0
4.0,13.91419,100.40314,ดี,4,4,,20,21,130,63,58,12,0,22,19,0.4,0.482,0.519,0.0,0.972,0.761,1540000,0
4.0,13.878088,100.510162,ดี,3,4,,25,28,174,142,127,11,1,55,40,0.251,0.16,0.765,2.023,0.493,0.622,2200000,0
6.0,13.97195,100.34705,แย่,2,1,ทิศตะวันออกเฉียงใต้,19,23,87,11,13,2,0,1,0,0.557,0.488,1.186,0.0,0.925,0.0,750000,0
4.0,13.86519,100.41913,ดี,1,4,,25,16,105,73,61,10,2,25,30,0.87,0.239,0.325,1.56,0.279,1.089,1460000,0
4.0,13.89561,100.47115,ดี,5,1,,8,18,108,53,50,5,0,17,12,0.687,0.175,1.962,0.0,0.642,1.539,2200000,0
4.0,13.8792233,100.3828229,แย่,2,1,,9,19,119,40,43,9,0,7,18,0.633,0.793,1.081,0.0,2.129,2.349,1200000,0
4.0,13.882791160998,100.3713272,ดี,3,2,,8,50,147,6,12,3,0,1,0,0.927,0.265,1.391,0.0,1.341,0.0,3750000,0
4.0,13.94831,100.40559,ค่อนข้างแย่,2,2,,9,17,116,18,25,4,0,3,4,1.567,0.528,0.552,0.0,1.868,0.593,1050000,0
6.0,13.911838,100.526033,ดีมาก,4,2,ทิศเหนือ,24,20,195,138,114,10,2,69,49,0.751,0.293,0.633,0.947,0.464,0.881,3350000,0
6.0,13.87905,100.40031,ค่อนข้างแย่,5,2,ทิศใต้,0,18,98,60,57,12,2,15,28,0.429,0.324,0.291,1.167,0.653,0.554,1973000,0
6.0,13.839651,100.384186,พอใช้,3,3,ทิศเหนือ,12,60,153,12,20,3,0,9,8,1.277,0.595,2.164,0.0,0.62,1.832,3800000,0
6.0,13.937964,100.519397,ดี,4,1,ทิศใต้,19,20,126,34,57,6,0,28,15,0.17,0.207,0.592,0.0,0.67,1.191,2300000,0
6.0,13.88972,100.4374,แย่,4,1,ทิศเหนือ,25,31,161,66,52,7,0,25,19,0.66,0.215,1.359,0.0,0.54,1.061,2550000,0
4.0,13.92409,100.37001,ค่อนข้างแย่,4,2,,19,21,92,18,20,3,0,7,0,0.969,1.013,1.926,0.0,1.524,0.0,1250000,0
4.0,13.97354,100.35518,แย่,2,1,,15,16,120,10,11,2,0,1,1,1.16,1.09,1.713,0.0,0.362,2.788,1050000,0
4.0,13.917427,100.509891,ดี,5,3,,19,18,185,102,91,6,2,57,38,0.45,0.405,1.388,2.507,0.216,0.773,2200000,0
4.0,13.836635,100.356717,ดีมาก,5,3,,13,18,72,4,7,1,0,8,0,0.484,0.626,0.936,0.0,0.487,0.0,600000,0
6.0,13.81661,100.47614,ค่อนข้างแย่,5,4,ทิศตะวันตกเฉียงเหนือ,27,16,93,50,74,6,0,39,8,0.559,0.355,0.431,0.0,0.444,1.466,1450000,0
4.0,13.91165,100.52587,ดีมาก,2,4,,7,18,79,140,116,10,2,69,49,0.726,0.312,0.609,0.931,0.477,0.866,2200000,0
4.0,13.905007125324,100.3700423929,แย่,1,3,,7,16,99,15,21,3,0,7,2,1.135,0.313,1.817,0.0,1.195,2.759,1400000,0
7.0,13.93852367,100.4037726,ค่อนข้างแย่,2,4,ทิศตะวันออกเฉียงใต้,15,21,110,30,30,6,0,8,7,0.68,0.041,0.981,0.0,0.909,0.827,1860000,0
4.0,13.89168,100.43833,พอใช้,3,4,,19,17,110,68,51,7,0,27,19,0.759,0.412,1.292,0.0,0.56,1.016,1050000,0
4.0,13.902456,100.508413,ดี,4,3,,29,23,144,122,113,9,2,67,41,0.387,0.352,0.859,2.146,0.316,0.361,2200000,0
6.0,13.950379,100.354298,ค่อนข้างแย่,3,3,ทิศตะวันตกเฉียงใต้,26,17,112,14,18,2,0,7,1,0.374,0.414,1.102,0.0,1.574,1.654,1300000,0
4.0,13.894497,100.371959,ค่อนข้างแย่,4,1,,10,53,137,15,15,5,0,7,2,0.837,0.748,1.714,0.0,1.859,2.927,3460000,0
4.0,13.92283,100.37026,ดี,5,1,,21,24,137,20,19,3,0,7,1,1.111,1.061,2.065,0.0,1.528,2.958,1466000,0
4.0,13.83505,100.35646,ค่อนข้างแย่,1,4,,12,24,83,4,8,1,0,6,2,0.654,0.795,1.058,0.0,0.658,2.921,700000,0
4.0,13.8545,100.40383,ดีมาก,3,2,,17,50,122,46,55,7,2,20,33,0.632,0.503,0.658,2.622,0.47,0.852,2156000,0
4.0,13.80137,100.48445,ดีมาก,4,1,,5,18,102,160,131,10,3,152,66,0.323,0.614,0.611,2.699,0.637,0.78,2200000,0
6.0,13.90703,100.39188,ค่อนข้างแย่,5,4,ทิศเหนือ,0,30,84,32,32,11,0,13,4,0.357,0.499,0.368,0.0,0.371,0.39,3610000,0
6.0,13.92509983,100.370599,ดีมาก,5,3,ทิศเหนือ,25,16,98,19,22,3,0,6,1,0.881,0.889,1.854,0.0,1.445,2.98,1280000,0
4.0,13.80957,100.44183,พอใช้,4,4,,6,21,138,44,52,7,0,32,20,0.875,0.213,0.891,0.0,0.753,0.721,2200000,0
4.0,13.945402,100.345481,ดี,4,3,,18,16,102,12,18,2,0,7,1,0.771,0.759,1.95,0.0,1.61,2.707,1050000,0
4.0,13.866561,100.511865,พอใช้,3,2,,16,16,96,179,146,13,1,68,61,0.638,0.384,0.886,1.65,0.59,0.611,2200000,0
4.0,13.92482,100.36928,แย่,3,2,,15,18,94,17,22,2,0,7,0,0.873,1.017,1.82,0.0,1.434,0.0,850000,0
4.0,13.93908,100.40831,แย่,4,3,,20,20,134,37,34,6,0,12,9,0.64,0.204,1.121,0.0,1.362,1.303,1470000,0
4.0,13.89175,100.43586,ค่อนข้างแย่,2,1,,23,19,116,68,50,7,0,29,23,0.716,0.284,1.554,0.0,0.295,0.789,800000,0
6.0,13.92572,100.53233,ดีมาก,4,2,ทิศเหนือ,3,25,198,104,100,10,3,55,38,0.22,0.24,1.152,2.488,0.729,0.195,3300000,0
4.0,13.89391,100.43694,ค่อนข้างแย่,3,4,,6,27,135,69,54,8,0,30,20,0.731,0.544,1.51,0.0,0.44,0.777,2200000,0
4.0,13.808333691428,100.3401844074,ดี,1,3,,7,52,168,21,48,2,0,39,17,0.971,0.375,2.735,0.0,0.911,1.66,3500000,0
4.5,13.98121,100.3409,ดี,5,4,ทิศตะวันตกเฉียงเหนือ,25,17,98,7,9,3,0,1,1,0.961,0.923,0.932,0.0,1.516,2.789,1170000,0
6.0,13.833691,100.350441,ดี,3,3,ทิศเหนือ,23,23,75,4,7,1,0,5,0,0.934,1.319,1.688,0.0,0.727,0.0,1000000,0
8.0,13.869155,100.413248,ค่อนข้างแย่,3,2,ทิศใต้,31,20,104,74,66,10,2,23,30,0.301,0.278,0.453,0.898,0.306,0.608,1490000,0
4.0,13.9517,100.34065,ดีมาก,4,3,,14,28,126,12,15,3,0,6,0,1.328,1.349,2.215,0.0,1.436,0.0,1050000,0
4.0,13.859443,100.41963,ค่อนข้างแย่,4,1,,4,54,148,74,62,10,2,27,32,1.16,0.401,0.906,2.145,0.281,0.983,4000000,0
4.0,13.923181,100.437385,ดีมาก,3,2,,14,28,160,31,39,4,0,25,19,0.514,0.093,0.331,0.0,0.707,1.776,2200000,0
4.0,13.819169,100.342977,ดี,5,4,,0,17,125,12,17,0,0,23,8,2.148,0.876,0.0,0.0,1.508,2.474,1800000,0
4.0,13.8994,100.54255,ค่อนข้างแย่,2,3,,25,16,100,156,120,15,2,69,57,0.302,0.246,0.7,1.597,0.16,0.383,1240000,0
6.0,13.93128,100.34782,แย่,4,4,ทิศตะวันตกเฉียงเหนือ,21,18,104,11,15,2,0,7,0,0.503,0.495,1.867,0.0,1.023,0.0,1350000,0
6.0,13.931989,100.346737,แย่,3,2,ทิศตะวันออกเฉียงใต้,24,18,72,11,15,2,0,7,0,0.585,0.598,1.93,0.0,1.055,0.0,1140000,0
4.0,13.91118,100.40168,ดี,1,1,,8,18,104,64,50,11,0,24,20,0.454,0.6,0.457,0.0,0.784,0.769,900000,0
6.0,13.913348,100.514713,ค่อนข้างแย่,4,3,ทิศตะวันตกเฉียงเหนือ,35,20,120,144,118,6,2,68,54,0.588,0.307,0.805,1.819,0.415,0.799,1800000,0
8.0,13.942949,100.349137,ดีมาก,1,2,ทิศตะวันตกเฉียงใต้,21,18,124,15,19,2,0,7,1,0.62,0.58,1.497,0.0,1.615,2.438,1350000,0
4.0,13.91713,100.38348,พอใช้,4,1,,13,30,153,40,27,7,0,9,5,0.824,1.091,1.469,0.0,0.942,1.479,2200000,0
6.0,13.929783,100.356391,ค่อนข้างแย่,2,1,ทิศตะวันออกเฉียงเหนือ,25,16,97,12,21,2,0,6,1,0.618,0.226,1.312,0.0,0.101,2.886,1550000,0
4.0,13.9008,100.42041,ดีมาก,5,3,,25,61,120,105,73,15,2,28,42,1.021,0.899,1.59,2.803,0.494,1.075,3300000,0
6.0,13.90659,100.39532,ดี,4,4,ทิศเหนือ,27,20,134,39,33,12,0,16,6,0.13,0.176,0.158,0.0,0.211,0.125,1340000,0
6.0,13.92464,100.532,แย่,1,3,ทิศเหนือ,24,18,72,106,99,10,3,58,38,0.298,0.307,1.05,2.364,0.842,0.288,1150000,0
6.0,13.905757,100.39679,ดีมาก,5,2,ทิศตะวันออกเฉียงเหนือ,24,17,106,50,40,14,0,18,14,0.253,0.223,0.306,0.0,0.358,0.26,1600000,0
6.0,13.93465,100.36065,ดีมาก,2,2,ทิศตะวันตกเฉียงใต้,17,18,115,16,23,3,0,6,1,0.114,0.484,0.624,0.0,0.615,2.196,1600000,0
6.0,13.958129,100.371871,แย่,5,4,ทิศตะวันตกเฉียงเหนือ,27,16,115,15,16,2,0,3,2,0.781,0.679,1.302,0.0,1.866,0.672,1290000,0
4.0,13.85992801262,100.4450329144,ดีมาก,3,3,,5,17,109,67,66,6,0,36,4,0.464,0.552,0.548,0.0,0.301,2.196,2200000,0
4.0,13.906415,100.368622,พอใช้,4,4,,5,16,103,14,19,3,0,5,2,1.313,0.443,1.634,0.0,1.291,2.899,1300000,0
4.5,13.86034,100.44246,ดี,3,2,ทิศตะวันออกเฉียงใต้,24,52,134,66,66,6,0,40,3,0.573,0.36,0.489,0.0,0.248,1.972,2935000,0
4.0,13.878759,100.399047,แย่,1,2,,7,25,114,60,59,12,2,15,28,0.405,0.211,0.397,1.296,0.787,0.651,2200000,0
4.0,13.95635,100.37315,ค่อนข้างแย่,3,3,,16,32,176,15,19,2,0,3,2,0.858,0.577,1.463,0.0,1.718,0.581,1529000,0
4.0,13.80275,100.49679,พอใช้,5,2,,17,16,110,176,153,10,0,175,79,0.609,0.54,0.963,0.0,0.499,1.207,1250000,0
4.0,13.98846,100.32237,พอใช้,1,2,,5,18,99,6,8,3,0,4,1,0.814,0.818,0.516,0.0,1.74,1.173,1050000,0
4.0,13.95904,100.33002,พอใช้,4,1,,0,53,156,9,12,2,0,6,1,1.642,1.8,1.797,0.0,1.775,2.879,3650000,0
4.0,13.838575,100.407918,ค่อนข้างแย่,1,3,,0,23,95,23,40,7,0,28,14,0.535,0.542,0.681,0.0,0.511,0.471,1380000,0
6.0,13.8122,100.49067,ดี,4,1,ทิศตะวันตกเฉียงเหนือ,27,62,178,88,114,6,0,106,38,0.479,0.48,0.794,0.0,0.487,1.567,3650000,0
8.0,13.837612,100.357285,ดีมาก,5,3,ทิศเหนือ,15,21,84,4,7,1,0,8,0,0.399,0.503,0.831,0.0,0.401,0.0,1656000,0
4.0,13.844519,100.398072,ดี,4,1,,6,30,159,21,29,6,0,15,13,0.752,0.434,1.276,0.0,0.507,1.597,2200000,0
6.0,13.914763,100.534872,ค่อนข้างแย่,1,3,ทิศตะวันตก,8,38,161,108,102,11,2,62,43,0.515,0.552,1.261,1.422,0.545,0.567,3600000,0
4.0,13.918853,100.40306,แย่,4,1,,21,40,163,59,44,9,0,21,19,0.485,0.52,0.562,0.0,0.833,0.65,2200000,0
6.0,13.90508,100.38766,ดี,4,2,ทิศตะวันตกเฉียงใต้,19,16,120,31,31,8,0,7,3,0.525,0.994,0.87,0.0,0.875,0.888,1700000,0
4.0,13.81113,100.42624,พอใช้,1,2,,8,18,105,43,55,9,0,39,25,0.567,0.371,0.896,0.0,0.474,1.831,2200000,0
4.0,13.8738,100.39467,พอใช้,3,3,,6,24,123,57,59,12,2,14,28,0.428,0.244,1.122,1.796,1.364,1.063,2200000,0
4.0,13.93004,100.51283,พอใช้,4,1,,21,21,115,71,74,8,0,35,37,0.643,0.465,0.583,0.0,0.55,2.067,1500000,0
4.0,13.93274,100.41147,ค่อนข้างแย่,4,1,,8,28,88,42,44,6,0,20,18,0.192,0.299,0.659,0.0,1.15,1.591,1250000,0
4.0,13.809374045664,100.4247189836,พอใช้,1,3,,7,20,121,40,56,9,0,40,23,0.737,0.224,0.826,0.0,0.307,1.608,2200000,0
4.0,13.813072,100.478898,ค่อนข้างแย่,3,3,,20,21,194,50,75,5,0,49,11,0.067,0.452,0.244,0.0,0.768,1.112,2200000,0
4.0,13.9091,100.39831,พอใช้,4,3,,7,26,114,57,40,11,0,24,20,0.179,0.252,0.364,0.0,0.367,0.339,2200000,0
4.0,13.857387,100.406368,ค่อนข้างแย่,5,4,,21,17,92,58,55,10,2,19,33,0.21,0.309,0.242,2.242,0.863,0.472,1400000,0
4.0,13.89483,100.41432,พอใช้,4,3,,17,16,102,106,77,14,2,32,44,0.872,0.804,1.104,1.989,0.764,1.111,1050000,0
4.0,13.842769,100.486371,แย่,3,2,,0,22,142,108,123,6,1,63,51,0.123,0.194,1.007,2.743,0.549,0.55,3730000,0
6.0,13.875033,100.532691,แย่,1,4,ทิศใต้,43,20,124,245,150,15,0,111,67,0.102,0.205,0.219,0.0,0.121,0.307,2000000,0
6.0,13.89299,100.53091,พอใช้,3,2,ทิศใต้,33,18,107,158,123,12,2,74,48,0.654,0.307,1.132,1.201,0.448,1.162,1940000,0
6.0,13.87083,100.42069,ค่อนข้างแย่,4,2,ทิศตะวันตก,20,19,107,78,65,9,2,29,31,0.604,0.451,0.573,1.223,0.495,0.621,1450000,0
8.0,13.99904781,100.3149913,พอใช้,5,4,ทิศตะวันตกเฉียงเหนือ,24,18,70,5,7,2,0,5,1,2.149,2.181,1.599,0.0,1.038,2.042,700000,0
4.0,13.91188,100.36812,ค่อนข้างแย่,2,1,,17,19,126,16,21,3,0,6,2,1.262,0.272,1.583,0.0,1.34,2.986,1050000,0
4.0,13.87651,100.41568,ดีมาก,1,3,,16,16,120,81,63,10,2,22,30,0.172,0.304,0.427,0.472,0.712,0.21,960000,0
4.0,13.93225,100.37745,ดี,5,1,,7,17,100,28,21,4,0,7,4,0.731,0.204,1.813,0.0,0.783,2.122,1250000,0
6.0,13.87366,100.37629,แย่,3,3,ทิศเหนือ,14,18,113,7,16,4,0,3,0,0.383,0.569,0.255,0.0,1.306,0.0,1900000,0
4.0,13.92765,100.3711,ค่อนข้างแย่,5,4,,21,70,197,24,25,2,0,7,3,0.652,0.678,1.639,0.0,1.387,2.76,3742000,0
4.0,13.823425,100.431202,พอใช้,5,1,,0,24,109,51,52,9,0,31,25,0.139,0.404,1.996,0.0,0.059,1.984,2100000,0
6.0,13.8654,100.52015,แย่,3,1,ทิศใต้,36,15,113,247,164,14,1,93,72,0.252,0.054,0.156,2.54,0.421,0.347,1800000,0
6.0,13.972299,100.326998,แย่,1,2,ทิศตะวันตกเฉียงเหนือ,18,24,142,7,11,3,0,4,1,0.689,0.86,1.023,0.0,1.758,1.581,2200000,0
6.0,13.838604,100.450325,ดี,5,3,ทิศตะวันตกเฉียงใต้,11,17,104,39,54,3,0,37,5,0.239,0.388,1.276,0.0,0.099,1.887,2200000,0
5.0,13.911542,100.501344,ค่อนข้างแย่,5,3,ทิศตะวันออก,31,24,149,84,75,5,0,44,29,0.269,0.349,0.537,0.0,0.377,0.36,2200000,0
7.0,13.81016,100.39512,ดี,3,2,ทิศตะวันออกเฉียงเหนือ,0,22,124,20,37,7,0,31,18,0.484,0.468,0.475,0.0,0.2,0.47,2160000,0
6.0,13.90683,100.40104,ดี,1,1,ทิศตะวันออกเฉียงใต้,24,19,128,55,46,14,0,24,22,0.217,0.507,0.14,0.0,0.68,0.607,1550000,0
4.0,13.951135,100.355921,ดีมาก,4,4,,7,21,144,14,18,2,0,7,1,0.554,0.588,0.942,0.0,1.538,1.47,1250000,0
4.0,13.80964,100.38865,ค่อนข้างแย่,1,3,,3,19,123,24,38,4,0,32,15,0.735,0.543,0.632,0.0,0.902,0.605,2200000,0
6.0,13.914599,100.431784,ดี,4,3,ทิศตะวันตกเฉียงเหนือ,17,20,178,44,51,5,0,28,20,0.431,0.348,0.374,0.0,0.852,0.857,2100000,0
4.0,13.883209,100.458008,ดีมาก,1,3,,21,21,135,66,59,6,0,22,8,0.024,0.158,0.116,0.0,0.414,0.361,2200000,0
10.0,13.97623,100.33647,พอใช้,5,2,ทิศตะวันตก,18,16,82,8,11,3,0,4,1,0.262,0.214,0.238,0.0,1.909,2.361,1450000,0
6.0,13.871425,100.447971,พอใช้,3,2,ทิศตะวันตกเฉียงใต้,0,20,115,69,57,7,0,31,4,0.264,0.718,1.543,0.0,0.855,1.526,3300000,0
4.0,13.90336,100.54438,พอใช้,3,3,,6,20,185,147,111,13,2,72,58,0.047,0.397,0.832,1.727,0.541,0.614,4000000,0
6.0,13.93617,100.40743,ดี,1,1,ทิศตะวันออกเฉียงใต้,26,18,120,38,35,6,0,16,11,0.514,0.316,0.788,0.0,1.162,1.139,1300000,0
4.0,13.91779,100.36235,ดีมาก,1,1,,17,16,112,15,17,2,0,8,0,0.36,0.439,1.338,0.0,1.482,0.0,1200000,0
8.0,13.916371,100.433406,ค่อนข้างแย่,3,4,ทิศตะวันออก,24,18,51,44,47,5,0,29,20,0.694,0.445,0.635,0.0,1.053,1.099,581000,0
4.0,13.901785,100.399408,ค่อนข้างแย่,3,2,,22,89,131,70,54,15,0,24,36,0.539,0.524,0.627,0.0,0.291,0.782,3700000,0
6.0,13.935282,100.405294,ดีมาก,4,4,ทิศตะวันออกเฉียงเหนือ,19,20,143,38,34,6,0,12,10,0.714,0.366,0.627,0.0,0.914,0.901,1650000,0
6.0,13.93037,100.35655,ดี,1,1,ทิศใต้,28,16,97,12,21,2,0,6,1,0.593,0.173,1.247,0.0,0.074,2.821,1400000,0
4.0,13.86977,100.50475,ค่อนข้างแย่,5,2,,20,12,94,169,139,13,1,62,60,0.555,0.523,0.749,0.999,0.759,0.793,900000,0
4.0,13.89316,100.3687,พอใช้,2,3,,20,22,129,13,14,4,0,4,0,1.198,0.92,2.059,0.0,2.171,0.0,1479000,0
6.0,13.928829,100.358941,ดี,2,1,ทิศตะวันออกเฉียงเหนือ,26,18,108,11,21,2,0,7,1,0.668,0.283,1.293,0.0,0.241,2.858,1200000,0
6.0,13.85027,100.51029,ดีมาก,5,2,ทิศตะวันออกเฉียงใต้,32,21,134,176,156,8,1,76,76,0.466,0.408,0.628,2.234,0.116,0.555,2630000,0
4.0,13.9038,100.54474,แย่,2,1,,25,20,137,149,114,12,2,71,58,0.109,0.443,0.854,1.766,0.603,0.652,1300000,0
4.0,13.91399799,100.40898,พอใช้,2,2,,23,23,110,68,62,11,0,22,19,0.643,0.136,1.051,0.0,0.569,1.341,2100000,0
4.0,13.93954,100.40834,แย่,1,2,,19,20,186,35,33,6,0,11,9,0.679,0.194,1.17,0.0,1.388,1.324,1650000,0
6.0,13.90567,100.36939,ดีมาก,1,4,,9,16,103,16,19,3,0,6,2,1.215,0.364,1.732,0.0,1.235,2.822,1400000,0
4.0,13.92888,100.51126,ค่อนข้างแย่,2,1,,19,17,110,72,72,7,0,35,38,0.846,0.277,0.78,0.0,0.338,2.041,1250000,0
6.0,13.834096,100.357954,ดีมาก,1,4,ทิศเหนือ,17,20,80,5,10,1,0,8,3,0.789,0.843,1.011,0.0,0.791,2.729,1200000,0
6.0,13.917945,100.507248,ค่อนข้างแย่,2,2,ทิศตะวันออกเฉียงใต้,11,16,90,95,87,6,2,52,32,0.544,0.2,1.298,2.771,0.358,0.799,1780000,0
4.0,13.914873,100.438416,แย่,2,2,,16,51,135,39,42,4,0,28,21,1.049,0.131,0.596,0.0,1.397,1.41,1900000,0
6.0,13.853915,100.404203,แย่,2,4,ทิศตะวันออก,20,17,96,44,53,6,2,20,33,0.659,0.511,0.677,2.672,0.491,0.854,1800000,0
6.0,13.94347,100.34681,พอใช้,3,2,ทิศตะวันตกเฉียงเหนือ,8,16,112,13,18,2,0,7,1,0.748,0.72,1.755,0.0,1.733,2.644,1300000,0
4.0,13.93959,100.4015,ดีมาก,1,3,,0,18,90,27,31,6,0,5,7,0.532,0.314,1.142,0.0,0.817,0.696,1450000,0
4.0,13.924793,100.405626,ดีมาก,5,1,,14,20,117,56,44,8,0,21,19,0.413,0.458,0.49,0.0,0.814,1.2,1050000,0
9.0,13.90946,100.39939,ค่อนข้างแย่,4,1,ทิศตะวันตกเฉียงเหนือ,5,25,145,60,42,11,0,24,20,0.184,0.371,0.409,0.0,0.49,0.462,2200000,0
4.0,13.81765,100.34304,พอใช้,2,3,,3,17,104,13,20,0,0,26,8,2.001,0.712,0.0,0.0,1.449,2.388,1480000,0
